date,ln_RV,RV,,,,,
6/14/2010,-0.404616201,0.667232845,,,,,
6/15/2010,-0.559233777,0.571646905,,,,,
6/16/2010,-0.789010934,0.4542939,,,,,
6/17/2010,-0.620531255,0.537658728,,,,,
6/18/2010,-1.141211513,0.319431792,,,,,
6/21/2010,-0.434111043,0.647840313,,,,,
6/22/2010,-0.643189237,0.525613443,,,,,
6/23/2010,-0.755888651,0.469593125,,,,,
6/24/2010,-0.640350392,0.527107697,,,,,
6/25/2010,-0.901504062,0.405958613,,,,,
6/28/2010,-1.067705119,0.343796585,,,,,
6/29/2010,-0.775110793,0.460652741,,,,,
6/30/2010,-0.52373379,0.592304872,,,,,
7/1/2010,-0.274048202,0.760295426,,,,,
7/2/2010,-0.732809244,0.48055709,,,,,
7/5/2010,-1.811471965,0.163413421,,,,,
7/6/2010,-0.594632555,0.551765272,,,,,
7/7/2010,-0.86290568,0.421934293,,,,,
7/8/2010,-0.864773822,0.421146796,,,,,
7/9/2010,-1.191208197,0.303853927,,,,,
7/12/2010,-1.362676481,0.255974748,,,,,
7/13/2010,-0.726406606,0.483643794,,,,,
7/14/2010,-0.788012044,0.454747916,,,,,
7/15/2010,-0.653634648,0.520151768,,,,,
7/16/2010,-0.771332062,0.462396717,,,,,
7/19/2010,-0.838118349,0.432523617,,,,,
7/20/2010,-0.785189829,0.456033125,,,,,
7/21/2010,-0.583923271,0.557706037,,,,,
7/22/2010,-0.789796467,0.453937177,,,,,
7/23/2010,-0.16429308,0.848493309,,,,,
7/26/2010,-0.651574377,0.521224527,,,,,
7/27/2010,-0.644292458,0.525033894,,,,,
7/28/2010,-1.185930503,0.305461814,,,,,
7/29/2010,-1.139270264,0.32005249,,,,,
7/30/2010,-0.886784594,0.411978303,,,,,
8/2/2010,-1.118911071,0.326635284,,,,,
8/3/2010,-1.238489979,0.289821524,,,,,
8/4/2010,-1.121847276,0.325677622,,,,,
8/5/2010,-1.027109598,0.358040347,,,,,
8/6/2010,-0.949663138,0.386871324,,,,,
8/9/2010,-1.668046118,0.188615238,,,,,
8/10/2010,-0.387192576,0.678960331,,,,,
8/11/2010,-0.403778437,0.667792063,,,,,
8/12/2010,-0.290506541,0.747884638,,,,,
8/13/2010,-0.512008115,0.599290924,,,,,
8/16/2010,-0.64039228,0.527085618,,,,,
8/17/2010,-0.875981173,0.416453206,,,,,
8/18/2010,-0.874119624,0.417229177,,,,,
8/19/2010,-0.531133302,0.587938281,,,,,
8/20/2010,-0.7163814,0.488516808,,,,,
8/23/2010,-1.078479139,0.340112396,,,,,
8/24/2010,-0.608614815,0.544104032,,,,,
8/25/2010,-0.721367469,0.486087092,,,,,
8/26/2010,-0.529793089,0.588726771,,,,,
8/27/2010,-0.891832327,0.409903986,,,,,
8/30/2010,-1.358172385,0.257130283,,,,,
8/31/2010,-1.015801813,0.362111967,,,,,
9/1/2010,-0.861094551,0.422699163,,,,,
9/2/2010,-1.04202433,0.352739897,,,,,
9/3/2010,-1.444641493,0.235830608,,,,,
9/6/2010,-1.905792114,0.148704805,,,,,
9/7/2010,-0.924186929,0.396853958,,,,,
9/8/2010,-1.083141815,0.338530254,,,,,
9/9/2010,-1.064382569,0.344940766,,,,,
9/10/2010,-0.955230628,0.384723406,,,,,
9/13/2010,-1.094603529,0.334672269,,,,,
9/14/2010,-0.730742574,0.48155127,,,,,
9/15/2010,-0.735306189,0.479358662,,,,,
9/16/2010,-0.788816712,0.454382142,,,,,
9/17/2010,-0.727203257,0.483258652,,,,,
9/20/2010,-1.300933685,0.272277453,,,,,
9/21/2010,-0.265132877,0.767104013,,,,,
9/22/2010,-0.745871814,0.4743206,,,,,
9/23/2010,-0.750780339,0.47199809,,,,,
9/24/2010,-0.492210363,0.611273763,,,,,
9/27/2010,-1.001068775,0.367486471,,,,,
9/28/2010,-0.401810639,0.669107436,,,,,
9/29/2010,-0.883157495,0.413475302,,,,,
9/30/2010,-0.461493915,0.630341266,,,,,
10/1/2010,-1.06786956,0.343740056,,,,,
10/4/2010,-1.154368974,0.315256409,,,,,
10/5/2010,-0.579568939,0.560139769,,,,,
10/6/2010,-0.894599835,0.408771142,,,,,
10/7/2010,-0.713765846,0.489796223,,,,,
10/8/2010,-0.106136697,0.899301708,,,,,
10/11/2010,-0.92066613,0.398253664,,,,,
10/12/2010,-0.58662776,0.556199765,,,,,
10/13/2010,-0.883239911,0.413441226,,,,,
10/14/2010,-0.5354542,0.58540334,,,,,
10/15/2010,-0.05915855,0.942557315,,,,,
10/18/2010,-0.590672629,0.553954554,,,,,
10/19/2010,-0.248203118,0.780201454,,,,,
10/20/2010,-0.383055799,0.681774856,,,,,
10/21/2010,-0.086661121,0.916987791,,,,,
10/22/2010,-0.408712741,0.66450509,,,,,
10/25/2010,-0.801516485,0.44864808,,,,,
10/26/2010,-0.691607697,0.500770334,,,,,
10/27/2010,-0.581730495,0.558930303,,,,,
10/28/2010,-0.99014504,0.371522801,,,,,
10/29/2010,-0.846182802,0.429049577,,,,,
11/1/2010,-0.908865431,0.402981175,,,,,
11/2/2010,-1.141191466,0.319438195,,,,,
11/3/2010,-0.339128031,0.712391235,,,,,
11/4/2010,-0.679448504,0.506896467,,,,,
11/5/2010,-0.334387208,0.715776574,,,,,
11/8/2010,-0.313899589,0.730592384,,,,,
11/9/2010,-0.351554842,0.703593263,,,,,
11/10/2010,-0.089550431,0.914342153,,,,,
11/11/2010,-0.491030181,0.611995603,,,,,
11/12/2010,0.063136259,1.065171968,,,,,
11/15/2010,-0.533670948,0.586448193,,,,,
11/16/2010,-0.482860227,0.617016059,,,,,
11/17/2010,-0.752499664,0.471187269,,,,,
11/18/2010,-0.788728384,0.454422279,,,,,
11/19/2010,-0.816925192,0.441787981,,,,,
11/22/2010,-0.768809505,0.463564611,,,,,
11/23/2010,-0.151842103,0.859123923,,,,,
11/24/2010,-0.19300709,0.824476129,,,,,
11/25/2010,-1.018133742,0.361268532,,,,,
11/26/2010,-0.590810052,0.553878433,,,,,
11/29/2010,-0.358828494,0.698494137,,,,,
11/30/2010,-0.219755708,0.802714871,,,,,
12/1/2010,-0.015007194,0.985104853,,,,,
12/2/2010,-0.29826891,0.742101754,,,,,
12/3/2010,-0.335224569,0.715177462,,,,,
12/6/2010,-0.411939093,0.662364618,,,,,
12/7/2010,-0.422062207,0.655693249,,,,,
12/8/2010,-0.50886443,0.601177871,,,,,
12/9/2010,-0.661094531,0.516285934,,,,,
12/10/2010,-1.073535401,0.341797986,,,,,
12/13/2010,-0.877725869,0.415727256,,,,,
12/14/2010,-0.500072824,0.606486492,,,,,
12/15/2010,-0.526079889,0.590916895,,,,,
12/16/2010,-1.008817105,0.364650067,,,,,
12/17/2010,-0.61322951,0.541598942,,,,,
12/20/2010,-0.886623213,0.412044794,,,,,
12/21/2010,-0.91860319,0.399076086,,,,,
12/22/2010,-1.194694586,0.302796418,,,,,
12/23/2010,-0.62658254,0.534415026,,,,,
12/24/2010,-1.828236918,0.160696639,,,,,
12/27/2010,-1.378734388,0.251897155,,,,,
12/28/2010,-0.72647103,0.483612637,,,,,
12/29/2010,-1.04498952,0.351695505,,,,,
12/30/2010,-1.330840007,0.264255192,,,,,
12/31/2010,-0.725719925,0.483976017,,,,,
1/3/2011,-0.74517907,0.474649297,,,,,
1/4/2011,-0.616500074,0.539830502,,,,,
1/5/2011,-0.462896177,0.629457981,,,,,
1/6/2011,-0.808269294,0.445628651,,,,,
1/7/2011,-0.416534603,0.659327698,,,,,
1/10/2011,-0.667733656,0.5128696,,,,,
1/11/2011,-0.509027993,0.601079548,,,,,
1/12/2011,-0.45195132,0.636385148,,,,,
1/13/2011,-0.353023494,0.702560688,,,,,
1/14/2011,-0.357378939,0.699507377,,,,,
1/17/2011,-0.962970798,0.381757076,,,,,
1/18/2011,-0.351821205,0.703405876,,,,,
1/19/2011,-0.420277249,0.656864679,,,,,
1/20/2011,-0.539274051,0.583171451,,,,,
1/21/2011,-0.511132438,0.59981594,,,,,
1/24/2011,-0.746964165,0.473802759,,,,,
1/25/2011,-0.363557677,0.695198629,,,,,
1/26/2011,-0.476870067,0.620723176,,,,,
1/27/2011,-0.570851339,0.56504419,,,,,
1/28/2011,-0.701793611,0.495695421,,,,,
1/31/2011,-0.698025921,0.49756657,,,,,
2/1/2011,-0.757702405,0.468742171,,,,,
2/2/2011,-1.176108223,0.308476929,,,,,
2/3/2011,-0.808436152,0.445554301,,,,,
2/4/2011,-0.875279472,0.416745535,,,,,
2/7/2011,-1.069617437,0.343139765,,,,,
2/8/2011,-0.759142373,0.468067683,,,,,
2/9/2011,-0.976993056,0.376441337,,,,,
2/10/2011,-1.073915643,0.341668045,,,,,
2/11/2011,-1.188139908,0.30478767,,,,,
2/14/2011,-0.967409422,0.380066356,,,,,
2/15/2011,-0.961480286,0.382326514,,,,,
2/16/2011,-0.789630562,0.454012494,,,,,
2/17/2011,-1.012407913,0.363343027,,,,,
2/18/2011,-1.02889274,0.357402479,,,,,
2/21/2011,-1.669307698,0.188377435,,,,,
2/22/2011,-0.521924575,0.593377449,,,,,
2/23/2011,-1.08796599,0.336901057,,,,,
2/24/2011,-0.812565181,0.443718387,,,,,
2/25/2011,-1.265026891,0.282231707,,,,,
2/28/2011,-1.144510727,0.318379654,,,,,
3/1/2011,-1.352522819,0.258587069,,,,,
3/2/2011,-1.327647423,0.265100197,,,,,
3/3/2011,-0.584756635,0.557241458,,,,,
3/4/2011,-1.556903387,0.21078779,,,,,
3/7/2011,-1.578917382,0.206198211,,,,,
3/8/2011,-1.42221075,0.241180238,,,,,
3/9/2011,-1.310573289,0.269665416,,,,,
3/10/2011,-1.204769768,0.299761006,,,,,
3/11/2011,-1.094385977,0.334745085,,,,,
3/14/2011,-0.982763749,0.374275265,,,,,
3/15/2011,-0.528038336,0.589760748,,,,,
3/16/2011,-0.903108148,0.405307943,,,,,
3/17/2011,-0.199373831,0.819243578,,,,,
3/18/2011,-0.591915403,0.553266541,,,,,
3/21/2011,-1.200076703,0.30117111,,,,,
3/22/2011,-1.724011334,0.178349293,,,,,
3/23/2011,-0.973200049,0.377871893,,,,,
3/24/2011,-1.151204438,0.31625563,,,,,
3/25/2011,-1.053127758,0.348844938,,,,,
3/28/2011,-1.388399885,0.249474173,,,,,
3/29/2011,-1.315544118,0.268328281,,,,,
3/30/2011,-1.124093799,0.324946801,,,,,
3/31/2011,-1.218485036,0.295677769,,,,,
4/1/2011,-0.79432415,0.451886539,,,,,
4/4/2011,-1.408865143,0.244420508,,,,,
4/5/2011,-1.226162546,0.293416392,,,,,
4/6/2011,-1.519821068,0.218751025,,,,,
4/7/2011,-1.144578007,0.318358235,,,,,
4/8/2011,-1.32507221,0.265783766,,,,,
4/11/2011,-1.570195819,0.208004447,,,,,
4/12/2011,-1.012194367,0.363420626,,,,,
4/13/2011,-1.173855955,0.309172485,,,,,
4/14/2011,-0.869484845,0.41916743,,,,,
4/15/2011,-1.050312661,0.349828354,,,,,
4/18/2011,-0.153476647,0.857720795,,,,,
4/19/2011,-1.068831449,0.343409575,,,,,
4/20/2011,-0.875849615,0.416507998,,,,,
4/21/2011,-0.893060859,0.409400715,,,,,
4/22/2011,-2.3291013,0.097383226,,,,,
4/25/2011,-1.299989294,0.272534711,,,,,
4/26/2011,-0.920087142,0.398484315,,,,,
4/27/2011,-0.684450938,0.504367083,,,,,
4/28/2011,-0.906048351,0.404118005,,,,,
4/29/2011,-1.513820716,0.220067554,,,,,
5/2/2011,-0.588600855,0.555103412,,,,,
5/3/2011,-0.818806989,0.440957408,,,,,
5/4/2011,-0.75693238,0.469103252,,,,,
5/5/2011,-0.096054644,0.908414375,,,,,
5/6/2011,0.2184216,1.244111475,,,,,
5/9/2011,-0.310679604,0.732948672,,,,,
5/10/2011,-0.396403292,0.672735333,,,,,
5/11/2011,-0.591335178,0.553587653,,,,,
5/12/2011,-0.363861242,0.694987623,,,,,
5/13/2011,-0.306414841,0.736081199,,,,,
5/16/2011,-0.653684658,0.520125756,,,,,
5/17/2011,-0.335465728,0.715005011,,,,,
5/18/2011,-0.908597939,0.403088983,,,,,
5/19/2011,-0.954754292,0.384906707,,,,,
5/20/2011,-0.70698363,0.493129417,,,,,
5/23/2011,-0.555406304,0.573839061,,,,,
5/24/2011,-0.730207835,0.481808843,,,,,
5/25/2011,-0.495380774,0.609338843,,,,,
5/26/2011,-0.622130385,0.536799629,,,,,
5/27/2011,-0.549058565,0.577493227,,,,,
5/30/2011,-1.82593575,0.161066855,,,,,
5/31/2011,-1.015105397,0.362364236,,,,,
6/1/2011,-0.704782034,0.494216285,,,,,
6/2/2011,-0.814333223,0.442934568,,,,,
6/3/2011,-0.809185168,0.445220698,,,,,
6/6/2011,-1.339723035,0.261918201,,,,,
6/7/2011,-1.456871745,0.232963907,,,,,
6/8/2011,-1.087932867,0.336912217,,,,,
6/9/2011,-0.936793047,0.391882571,,,,,
6/10/2011,-0.986694475,0.372806979,,,,,
6/13/2011,-1.130802242,0.322774209,,,,,
6/14/2011,-1.333017679,0.263680357,,,,,
6/15/2011,-0.792894493,0.452533044,,,,,
6/16/2011,-0.098189353,0.906477243,,,,,
6/17/2011,-0.250710739,0.778247456,,,,,
6/20/2011,-0.742624478,0.475863382,,,,,
6/21/2011,-0.818943333,0.44089729,,,,,
6/22/2011,-0.736825389,0.478630973,,,,,
6/23/2011,-0.408608904,0.664574094,,,,,
6/24/2011,-0.59761408,0.55012262,,,,,
6/27/2011,-0.635012585,0.529928819,,,,,
6/28/2011,-0.665607274,0.513961317,,,,,
6/29/2011,-0.68760705,0.502777753,,,,,
6/30/2011,-0.941173643,0.390169647,,,,,
7/1/2011,-0.899379557,0.406821991,,,,,
7/4/2011,-1.476580824,0.228417354,,,,,
7/5/2011,-1.102517571,0.332034111,,,,,
7/6/2011,-1.098571582,0.333346903,,,,,
7/7/2011,-0.811723845,0.44409186,,,,,
7/8/2011,-0.607391923,0.544769819,,,,,
7/11/2011,-0.580010091,0.559892716,,,,,
7/12/2011,0.175610687,1.191973917,,,,,
7/13/2011,-0.175373405,0.839143622,,,,,
7/14/2011,-0.123279222,0.884016791,,,,,
7/15/2011,-0.484638023,0.615920106,,,,,
7/18/2011,-0.564829991,0.568456782,,,,,
7/19/2011,-0.540421252,0.58250282,,,,,
7/20/2011,-0.88083105,0.41443835,,,,,
7/21/2011,-0.276907412,0.758124687,,,,,
7/22/2011,-1.076274838,0.340862933,,,,,
7/25/2011,-0.962644108,0.381881813,,,,,
7/26/2011,-0.965414105,0.380825465,,,,,
7/27/2011,-0.826393317,0.437624817,,,,,
7/28/2011,-0.799010418,0.449773832,,,,,
7/29/2011,-0.409869666,0.663736752,,,,,
8/1/2011,-0.3736149,0.688241903,,,,,
8/2/2011,-0.388814291,0.677860143,,,,,
8/3/2011,-0.27584456,0.75893089,,,,,
8/4/2011,-0.000923016,0.999077409,,,,,
8/5/2011,0.215849263,1.240915313,,,,,
8/8/2011,0.282940181,1.327025778,,,,,
8/9/2011,0.398581826,1.48971053,,,,,
8/10/2011,-0.251411858,0.777702003,,,,,
8/11/2011,0.124481539,1.132561112,,,,,
8/12/2011,-0.545757865,0.579402508,,,,,
8/15/2011,-0.730426461,0.481703518,,,,,
8/16/2011,-0.582587909,0.558451274,,,,,
8/17/2011,-0.714310848,0.489529356,,,,,
8/18/2011,-0.497826785,0.607850214,,,,,
8/19/2011,-0.625816762,0.534824426,,,,,
8/22/2011,-1.419965958,0.241722245,,,,,
8/23/2011,-0.817371426,0.441590884,,,,,
8/24/2011,-0.966383029,0.380456653,,,,,
8/25/2011,-0.840506772,0.4314918,,,,,
8/26/2011,-0.834969392,0.433887762,,,,,
8/29/2011,-1.242431777,0.288681355,,,,,
8/30/2011,-1.085516148,0.337727424,,,,,
8/31/2011,-1.105404831,0.331076825,,,,,
9/1/2011,-0.771044794,0.462529568,,,,,
9/2/2011,-0.717884994,0.487782829,,,,,
9/5/2011,-1.056705285,0.347599166,,,,,
9/6/2011,0.109810546,1.116066607,,,,,
9/7/2011,-0.488252869,0.613697668,,,,,
9/8/2011,-0.39866539,0.671215259,,,,,
9/9/2011,0.028877521,1.029298519,,,,,
9/12/2011,0.38714475,1.472769659,,,,,
9/13/2011,0.087912402,1.09189247,,,,,
9/14/2011,0.097820829,1.102765183,,,,,
9/15/2011,-0.122964138,0.884295375,,,,,
9/16/2011,-0.488841173,0.613336734,,,,,
9/19/2011,-0.522535271,0.593015186,,,,,
9/20/2011,-0.258615645,0.772119734,,,,,
9/21/2011,-0.070405042,0.932016237,,,,,
9/22/2011,0.240999954,1.272520977,,,,,
9/23/2011,0.019306969,1.019494554,,,,,
9/26/2011,0.053412172,1.054864342,,,,,
9/27/2011,-0.101070707,0.903869121,,,,,
9/28/2011,-0.371570108,0.689650654,,,,,
9/29/2011,-0.335300359,0.715123261,,,,,
9/30/2011,-0.39095514,0.676410499,,,,,
10/3/2011,-0.310978338,0.732729748,,,,,
10/4/2011,0.078324966,1.081474044,,,,,
10/5/2011,-0.172452956,0.84159788,,,,,
10/6/2011,-0.149476613,0.861158577,,,,,
10/7/2011,-0.295640929,0.744054549,,,,,
10/10/2011,-0.641338585,0.52658707,,,,,
10/11/2011,-0.675544305,0.50887936,,,,,
10/12/2011,-0.491006457,0.612010122,,,,,
10/13/2011,-0.584795977,0.557219536,,,,,
10/14/2011,-0.445802407,0.64031028,,,,,
10/17/2011,-0.58503677,0.557085377,,,,,
10/18/2011,-0.233708758,0.791592327,,,,,
10/19/2011,-0.410754387,0.66314979,,,,,
10/20/2011,0.003340418,1.003346003,,,,,
10/21/2011,-0.407507967,0.665306151,,,,,
10/24/2011,-0.636986914,0.528883597,,,,,
10/25/2011,-0.384059675,0.681090782,,,,,
10/26/2011,-0.469387351,0.625385292,,,,,
10/27/2011,-0.36287002,0.695676852,,,,,
10/28/2011,-0.904314873,0.404819143,,,,,
10/31/2011,-0.097711016,0.906910949,,,,,
11/1/2011,0.240826302,1.27230002,,,,,
11/2/2011,-0.209859864,0.810697846,,,,,
11/3/2011,0.297338014,1.346270281,,,,,
11/4/2011,-0.398028939,0.671642591,,,,,
11/7/2011,-0.480854203,0.618255051,,,,,
11/8/2011,-0.673924437,0.509704345,,,,,
11/9/2011,-0.293387027,0.745733466,,,,,
11/10/2011,-0.148144594,0.862306421,,,,,
11/11/2011,-0.531055106,0.587984257,,,,,
11/14/2011,-0.584101903,0.557606422,,,,,
11/15/2011,-0.492105175,0.611338065,,,,,
11/16/2011,-0.375376126,0.68703082,,,,,
11/17/2011,-0.310380741,0.733167756,,,,,
11/18/2011,-0.561640023,0.570273036,,,,,
11/21/2011,-0.566298865,0.567622403,,,,,
11/22/2011,-0.884302022,0.413002339,,,,,
11/23/2011,-0.520216876,0.594391625,,,,,
11/24/2011,-1.18613358,0.305399788,,,,,
11/25/2011,-0.97661094,0.376585208,,,,,
11/28/2011,-0.61209823,0.542211989,,,,,
11/29/2011,-0.562175825,0.569967564,,,,,
11/30/2011,0.652288742,1.919930028,,,,,
12/1/2011,-0.593674297,0.552294259,,,,,
12/2/2011,-0.914033583,0.400903879,,,,,
12/5/2011,-0.96800127,0.37984148,,,,,
12/6/2011,-1.339948709,0.261859099,,,,,
12/7/2011,-1.324314196,0.26598531,,,,,
12/8/2011,-0.641758273,0.526366114,,,,,
12/9/2011,-0.768797623,0.463570119,,,,,
12/12/2011,-0.757259187,0.468949971,,,,,
12/13/2011,-0.45096594,0.637012539,,,,,
12/14/2011,-0.657522036,0.518133662,,,,,
12/15/2011,-0.937950628,0.391429198,,,,,
12/16/2011,-1.315683542,0.268290872,,,,,
12/19/2011,-1.582487354,0.205463402,,,,,
12/20/2011,-1.436239013,0.237820519,,,,,
12/21/2011,-0.683932399,0.504628684,,,,,
12/22/2011,-0.938482482,0.39122107,,,,,
12/23/2011,-1.748943913,0.173957561,,,,,
12/27/2011,-2.558422998,0.077426746,,,,,
12/28/2011,-1.364971425,0.255387974,,,,,
12/29/2011,-0.926345737,0.395998151,,,,,
12/30/2011,-1.257605256,0.284334119,,,,,
1/3/2012,-1.170494486,0.310213507,,,,,
1/4/2012,-1.157514851,0.31426621,,,,,
1/5/2012,-0.759028562,0.468120957,,,,,
1/6/2012,-0.946217505,0.38820664,,,,,
1/9/2012,-1.029811876,0.357074129,,,,,
1/10/2012,-1.096584314,0.334010011,,,,,
1/11/2012,-0.884147309,0.413066241,,,,,
1/12/2012,-0.938804334,0.391095175,,,,,
1/13/2012,-0.359119521,0.698290886,,,,,
1/16/2012,-1.302591851,0.271826346,,,,,
1/17/2012,-0.910908523,0.402158687,,,,,
1/18/2012,-0.46862645,0.62586133,,,,,
1/19/2012,-0.919437019,0.398743463,,,,,
1/20/2012,-0.992981644,0.370470432,,,,,
1/23/2012,-0.964126681,0.381316065,,,,,
1/24/2012,-0.754234468,0.470370561,,,,,
1/25/2012,-0.595929441,0.551050159,,,,,
1/26/2012,-1.033108494,0.35589893,,,,,
1/27/2012,-0.535012621,0.585661899,,,,,
1/30/2012,-1.170044361,0.310353173,,,,,
1/31/2012,-0.900333108,0.406434251,,,,,
2/1/2012,-0.512560736,0.598959835,,,,,
2/2/2012,-0.558487802,0.572073499,,,,,
2/3/2012,-0.615530356,0.540354239,,,,,
2/6/2012,-0.786790826,0.455303602,,,,,
2/7/2012,-0.662394516,0.515615207,,,,,
2/8/2012,-1.014557222,0.362562929,,,,,
2/9/2012,-0.63328526,0.53084497,,,,,
2/10/2012,-1.144854372,0.318270264,,,,,
2/13/2012,-1.179148671,0.307540445,,,,,
2/14/2012,-0.943665378,0.389198657,,,,,
2/15/2012,-0.734242378,0.47986888,,,,,
2/16/2012,-0.672995155,0.510178224,,,,,
2/17/2012,-1.204952691,0.299706178,,,,,
2/20/2012,-1.295872629,0.273658957,,,,,
2/21/2012,-0.282466399,0.753921974,,,,,
2/22/2012,-1.224000957,0.294051324,,,,,
2/23/2012,-1.161289951,0.31308206,,,,,
2/24/2012,-1.420548107,0.241581568,,,,,
2/27/2012,-1.143078023,0.318836125,,,,,
2/28/2012,-1.188071965,0.304808379,,,,,
